Running simulation for n_fluences=60
Epoch 124: loss = 0.0018370444886386395
Epoch 125: loss = 0.001837014453485608
Epoch 126: loss = 0.001836984301917255
Epoch 127: loss = 0.0018369541503489017
Epoch 128: loss = 0.0018369241151958704
Epoch 129: loss = 0.001836894080042839
Epoch 130: loss = 0.0018368640448898077
Epoch 131: loss = 0.0018368338933214545
Epoch 132: loss = 0.0018368038581684232
Epoch 133: loss = 0.00183677370660007
Epoch 134: loss = 0.0018367436714470387
Epoch 135: loss = 0.0018367136362940073
Epoch 136: loss = 0.001836683601140976
Epoch 137: loss = 0.0018366535659879446
Epoch 138: loss = 0.0018366234144195914
Epoch 139: loss = 0.00183659337926656
Epoch 140: loss = 0.001836563227698207
Epoch 141: loss = 0.0018365333089604974
Epoch 142: loss = 0.0018365031573921442
Epoch 143: loss = 0.0018364731222391129
Epoch 144: loss = 0.0018364430870860815
Epoch 145: loss = 0.0018364130519330502
Epoch 146: loss = 0.0018363830167800188
Epoch 147: loss = 0.0018363528652116656
Epoch 148: loss = 0.0018363228300586343
Epoch 149: loss = 0.001836292678490281
Epoch 150: loss = 0.0018362626433372498
Epoch 151: loss = 0.0018362326081842184
Epoch 152: loss = 0.001836202573031187
Epoch 153: loss = 0.0018361725378781557
Epoch 154: loss = 0.0018361425027251244
Epoch 155: loss = 0.001836112467572093
Epoch 156: loss = 0.0018360824324190617
Epoch 157: loss = 0.0018360523972660303
Epoch 158: loss = 0.0018360222456976771
Epoch 159: loss = 0.0018359923269599676
Epoch 160: loss = 0.0018359621753916144
Epoch 161: loss = 0.001835932140238583
Epoch 162: loss = 0.0018359021050855517
Epoch 163: loss = 0.0018358719535171986
Epoch 164: loss = 0.001835842034779489
Epoch 165: loss = 0.0018358118832111359
Epoch 166: loss = 0.0018357818480581045
Epoch 167: loss = 0.0018357518129050732
Epoch 168: loss = 0.0018357217777520418
Epoch 169: loss = 0.0018356917425990105
Epoch 170: loss = 0.0018356617074459791
Epoch 171: loss = 0.0018356316722929478
Epoch 172: loss = 0.0018356016371399164
Epoch 173: loss = 0.001835571601986885
Epoch 174: loss = 0.0018355415668338537
Epoch 175: loss = 0.0018355114152655005
Epoch 176: loss = 0.0018354813801124692
Epoch 177: loss = 0.0018354514613747597
Epoch 178: loss = 0.0018354214262217283
Epoch 179: loss = 0.0018353912746533751
Epoch 180: loss = 0.0018353613559156656
Epoch 181: loss = 0.0018353312043473125
Epoch 182: loss = 0.001835301285609603
Epoch 183: loss = 0.0018352711340412498
Epoch 184: loss = 0.0018352409824728966
Epoch 185: loss = 0.001835211063735187
Epoch 186: loss = 0.0018351810285821557
Epoch 187: loss = 0.0018351509934291244
Epoch 188: loss = 0.001835120958276093
Epoch 189: loss = 0.0018350909231230617
Epoch 190: loss = 0.0018350610043853521
Epoch 191: loss = 0.001835030852816999
Epoch 192: loss = 0.0018350009340792894
Epoch 193: loss = 0.001834970898926258
Epoch 194: loss = 0.0018349408637732267
Epoch 195: loss = 0.0018349108286201954
Epoch 196: loss = 0.001834880793467164
Epoch 197: loss = 0.0018348507583141327
Epoch 198: loss = 0.0018348207231611013
Epoch 199: loss = 0.00183479068800807
Epoch 200: loss = 0.0018347605364397168
Epoch 201: loss = 0.0018347306177020073
Epoch 202: loss = 0.001834700582548976
Epoch 203: loss = 0.0018346705473959446
Epoch 204: loss = 0.0018346405122429132
Epoch 205: loss = 0.001834610477089882
Epoch 206: loss = 0.0018345804419368505
Epoch 207: loss = 0.0018345504067838192
Epoch 208: loss = 0.0018345204880461097
Epoch 209: loss = 0.0018344904528930783
Epoch 210: loss = 0.001834460417740047
Epoch 211: loss = 0.0018344304990023375
Epoch 212: loss = 0.0018344003474339843
Epoch 213: loss = 0.0018343704286962748
Epoch 214: loss = 0.0018343403935432434
Epoch 215: loss = 0.001834310358390212
Epoch 216: loss = 0.0018342803232371807
Epoch 217: loss = 0.0018342502880841494
Epoch 218: loss = 0.001834220252931118
Epoch 219: loss = 0.0018341902177780867
Epoch 220: loss = 0.0018341601826250553
Epoch 221: loss = 0.0018341303803026676
Epoch 222: loss = 0.0018341002287343144
Epoch 223: loss = 0.001834070309996605
Epoch 224: loss = 0.0018340402748435736
Epoch 225: loss = 0.0018340102396905422
Epoch 226: loss = 0.0018339802045375109
Epoch 227: loss = 0.0018339501693844795
Epoch 228: loss = 0.0018339201342314482
Epoch 229: loss = 0.0018338902154937387
Epoch 230: loss = 0.0018338601803407073
Epoch 231: loss = 0.0018338302616029978
Epoch 232: loss = 0.0018338002264499664
Epoch 233: loss = 0.001833770191296935
Epoch 234: loss = 0.0018337401561439037
Epoch 235: loss = 0.0018337101209908724
Epoch 236: loss = 0.0018336802022531629
Epoch 237: loss = 0.0018336501671001315
Epoch 238: loss = 0.001833620248362422
Epoch 239: loss = 0.0018335902132093906
Epoch 240: loss = 0.0018335601780563593
Epoch 241: loss = 0.001833530142903328
Epoch 242: loss = 0.0018335001077502966
Epoch 243: loss = 0.001833470189012587
Epoch 244: loss = 0.001833440037444234
Epoch 245: loss = 0.0018334102351218462
Epoch 246: loss = 0.0018333801999688148
Epoch 247: loss = 0.0018333501648157835
Epoch 248: loss = 0.0018333201296627522
Epoch 249: loss = 0.0018332903273403645
Epoch 250: loss = 0.0018332601757720113
Epoch 251: loss = 0.00183323014061898
Epoch 252: loss = 0.0018332002218812704
Epoch 253: loss = 0.001833170186728239
Epoch 254: loss = 0.0018331401515752077
Epoch 255: loss = 0.00183311034925282
Epoch 256: loss = 0.0018330801976844668
Epoch 257: loss = 0.0018330502789467573
Epoch 258: loss = 0.0018330201273784041
Epoch 259: loss = 0.0018329902086406946
Epoch 260: loss = 0.001832960289902985
Epoch 261: loss = 0.0018329302547499537
Epoch 262: loss = 0.0018329003360122442
Epoch 263: loss = 0.0018328703008592129
Epoch 264: loss = 0.0018328402657061815
Epoch 265: loss = 0.0018328102305531502
Epoch 266: loss = 0.0018327803118154407
Epoch 267: loss = 0.0018327502766624093
Epoch 268: loss = 0.0018327203579246998
Epoch 269: loss = 0.0018326903227716684
Epoch 270: loss = 0.001832660404033959
Epoch 271: loss = 0.0018326304852962494
Epoch 272: loss = 0.001832600450143218
Epoch 273: loss = 0.0018325704149901867
Epoch 274: loss = 0.0018325403798371553
Epoch 275: loss = 0.0018325104610994458
Epoch 276: loss = 0.0018324804259464145
Epoch 277: loss = 0.001832450507208705
Epoch 278: loss = 0.0018324204720556736
Epoch 279: loss = 0.001832390553317964
Epoch 280: loss = 0.0018323606345802546
Epoch 281: loss = 0.0018323305994272232
Epoch 282: loss = 0.0018323005642741919
Epoch 283: loss = 0.0018322706455364823
Epoch 284: loss = 0.0018322407267987728
Epoch 285: loss = 0.0018322106916457415
Epoch 286: loss = 0.0018321808893233538
Epoch 287: loss = 0.0018321508541703224
Epoch 288: loss = 0.001832120819017291
Epoch 289: loss = 0.0018320907838642597
Epoch 290: loss = 0.0018320608651265502
Epoch 291: loss = 0.0018320309463888407
Epoch 292: loss = 0.0018320009112358093
Epoch 293: loss = 0.0018319709924980998
Epoch 294: loss = 0.0018319409573450685
Epoch 295: loss = 0.001831911038607359
Epoch 296: loss = 0.0018318810034543276
Epoch 297: loss = 0.001831851084716618
Epoch 298: loss = 0.0018318211659789085
Epoch 299: loss = 0.0018317911308258772
Epoch 300: loss = 0.0018317610956728458
Epoch 301: loss = 0.0018317311769351363
Epoch 302: loss = 0.0018317012581974268
Epoch 303: loss = 0.0018316713394597173
Epoch 304: loss = 0.0018316414207220078
Epoch 305: loss = 0.0018316113855689764
Epoch 306: loss = 0.0018315814668312669
Epoch 307: loss = 0.0018315514316782355
Epoch 308: loss = 0.001831521512940526
Epoch 309: loss = 0.0018314914777874947
Epoch 310: loss = 0.001831461675465107
Epoch 311: loss = 0.0018314316403120756
Epoch 312: loss = 0.0018314016051590443
Epoch 313: loss = 0.0018313718028366566
Epoch 314: loss = 0.0018313417676836252
Epoch 315: loss = 0.0018313118489459157
Epoch 316: loss = 0.0018312819302082062
Epoch 317: loss = 0.0018312518950551748
Epoch 318: loss = 0.0018312219763174653
Epoch 319: loss = 0.0018311920575797558
Epoch 320: loss = 0.0018311621388420463
Epoch 321: loss = 0.0018311322201043367
Epoch 322: loss = 0.0018311021849513054
Epoch 323: loss = 0.0018310722662135959
Epoch 324: loss = 0.0018310423474758863
Epoch 325: loss = 0.001831012312322855
Epoch 326: loss = 0.0018309823935851455
Epoch 327: loss = 0.001830952474847436
Epoch 328: loss = 0.0018309224396944046
Epoch 329: loss = 0.001830892637372017
Epoch 330: loss = 0.0018308626022189856
Epoch 331: loss = 0.0018308327998965979
Epoch 332: loss = 0.0018308027647435665
Epoch 333: loss = 0.0018307727295905352
Epoch 334: loss = 0.0018307428108528256
Epoch 335: loss = 0.0018307128921151161
Epoch 336: loss = 0.0018306828569620848
Epoch 337: loss = 0.001830653054639697
Epoch 338: loss = 0.0018306230194866657
Epoch 339: loss = 0.0018305931007489562
Epoch 340: loss = 0.0018305631820112467
Epoch 341: loss = 0.0018305332632735372
Epoch 342: loss = 0.0018305032281205058
Epoch 343: loss = 0.0018304733093827963
Epoch 344: loss = 0.0018304433906450868
Epoch 345: loss = 0.0018304134719073772
Epoch 346: loss = 0.0018303835531696677
Epoch 347: loss = 0.0018303536344319582
Epoch 348: loss = 0.0018303235992789268
Epoch 349: loss = 0.0018302936805412173
Epoch 350: loss = 0.0018302637618035078
Epoch 351: loss = 0.0018302339594811201
Epoch 352: loss = 0.0018302039243280888
Epoch 353: loss = 0.0018301740055903792
Epoch 354: loss = 0.0018301440868526697
Epoch 355: loss = 0.001830114284530282
Epoch 356: loss = 0.0018300842493772507
Epoch 357: loss = 0.0018300542142242193
Epoch 358: loss = 0.0018300242954865098
Epoch 359: loss = 0.0018299943767488003
Epoch 360: loss = 0.0018299644580110908
Epoch 361: loss = 0.0018299345392733812
Epoch 362: loss = 0.0018299046205356717
Epoch 363: loss = 0.0018298747017979622
Epoch 364: loss = 0.0018298447830602527
Epoch 365: loss = 0.0018298148643225431
Epoch 366: loss = 0.0018297849455848336
Epoch 367: loss = 0.001829755026847124
Epoch 368: loss = 0.0018297251081094146
Epoch 369: loss = 0.001829695189371705
Epoch 370: loss = 0.0018296652706339955
Epoch 371: loss = 0.001829635351896286
Epoch 372: loss = 0.0018296053167432547
Epoch 373: loss = 0.001829575514420867
Epoch 374: loss = 0.0018295455956831574
Epoch 375: loss = 0.001829515676945448
Epoch 376: loss = 0.0018294856417924166
Epoch 377: loss = 0.0018294558394700289
Epoch 378: loss = 0.0018294259207323194
Epoch 379: loss = 0.0018293960019946098
Epoch 380: loss = 0.0018293659668415785
Epoch 381: loss = 0.0018293361645191908
Epoch 382: loss = 0.0018293061293661594
Epoch 383: loss = 0.0018292763270437717
Epoch 384: loss = 0.0018292464083060622
Epoch 385: loss = 0.0018292164895683527
Epoch 386: loss = 0.0018291865708306432
Epoch 387: loss = 0.0018291566520929337
Epoch 388: loss = 0.001829126849770546
Epoch 389: loss = 0.0018290968146175146
Epoch 390: loss = 0.001829066895879805
Epoch 391: loss = 0.0018290369771420956
Epoch 392: loss = 0.0018290071748197079
Epoch 393: loss = 0.0018289771396666765
Epoch 394: loss = 0.0018289473373442888
Epoch 395: loss = 0.0018289173021912575
Epoch 396: loss = 0.0018288874998688698
Epoch 397: loss = 0.0018288575811311603
Epoch 398: loss = 0.0018288276623934507
Epoch 399: loss = 0.0018287977436557412
Epoch 400: loss = 0.0018287678249180317
Epoch 401: loss = 0.0018287379061803222
Epoch 402: loss = 0.0018287079874426126
Epoch 403: loss = 0.0018286780687049031
Epoch 404: loss = 0.0018286482663825154
Epoch 405: loss = 0.001828618347644806
Epoch 406: loss = 0.0018285885453224182
Epoch 407: loss = 0.0018285585101693869
Epoch 408: loss = 0.0018285285914316773
Epoch 409: loss = 0.0018284986726939678
Epoch 410: loss = 0.0018284688703715801
Epoch 411: loss = 0.0018284388352185488
Epoch 412: loss = 0.001828409032896161
Epoch 413: loss = 0.0018283791141584516
Epoch 414: loss = 0.001828349195420742
Epoch 415: loss = 0.0018283193930983543
Epoch 416: loss = 0.001828289357945323
Epoch 417: loss = 0.0018282595556229353
Epoch 418: loss = 0.0018282296368852258
Epoch 419: loss = 0.0018281997181475163
Epoch 420: loss = 0.0018281697994098067
Epoch 421: loss = 0.0018281398806720972
Epoch 422: loss = 0.0018281100783497095
Epoch 423: loss = 0.0018280802760273218
Epoch 424: loss = 0.0018280502408742905
Epoch 425: loss = 0.0018280204385519028
Epoch 426: loss = 0.0018279905198141932
Epoch 427: loss = 0.0018279606010764837
Epoch 428: loss = 0.001827930798754096
Epoch 429: loss = 0.0018279007636010647
Epoch 430: loss = 0.001827870961278677
Epoch 431: loss = 0.0018278410425409675
Epoch 432: loss = 0.001827811123803258
Epoch 433: loss = 0.0018277813214808702
Epoch 434: loss = 0.0018277514027431607
Epoch 435: loss = 0.0018277214840054512
Epoch 436: loss = 0.0018276916816830635
Epoch 437: loss = 0.0018276616465300322
Epoch 438: loss = 0.0018276318442076445
Epoch 439: loss = 0.0018276020418852568
Epoch 440: loss = 0.0018275720067322254
Epoch 441: loss = 0.0018275422044098377
Epoch 442: loss = 0.00182751240208745
Epoch 443: loss = 0.0018274823669344187
Epoch 444: loss = 0.001827452564612031
Epoch 445: loss = 0.0018274225294589996
Epoch 446: loss = 0.0018273928435519338
Epoch 447: loss = 0.0018273629248142242
Epoch 448: loss = 0.0018273330060765147
Epoch 449: loss = 0.0018273030873388052
Epoch 450: loss = 0.0018272732850164175
Epoch 451: loss = 0.001827243366278708
Epoch 452: loss = 0.0018272134475409985
Epoch 453: loss = 0.0018271836452186108
Epoch 454: loss = 0.0018271537264809012
Epoch 455: loss = 0.0018271239241585135
Epoch 456: loss = 0.001827094005420804
Epoch 457: loss = 0.0018270642030984163
Epoch 458: loss = 0.0018270342843607068
Epoch 459: loss = 0.0018270043656229973
Epoch 460: loss = 0.0018269745633006096
Epoch 461: loss = 0.001826944760978222
Epoch 462: loss = 0.0018269148422405124
Epoch 463: loss = 0.0018268849235028028
Epoch 464: loss = 0.0018268551211804152
Epoch 465: loss = 0.0018268252024427056
Epoch 466: loss = 0.0018267952837049961
Epoch 467: loss = 0.0018267654813826084
Epoch 468: loss = 0.0018267355626448989
Epoch 469: loss = 0.0018267057603225112
Epoch 470: loss = 0.0018266759580001235
Epoch 471: loss = 0.001826646039262414
Epoch 472: loss = 0.0018266161205247045
Epoch 473: loss = 0.001826586201786995
Epoch 474: loss = 0.0018265562830492854
Epoch 475: loss = 0.0018265265971422195
Epoch 476: loss = 0.00182649667840451
Epoch 477: loss = 0.0018264667596668005
Epoch 478: loss = 0.0018264369573444128
Epoch 479: loss = 0.001826407155022025
Epoch 480: loss = 0.0018263772362843156
Epoch 481: loss = 0.001826347317546606
Epoch 482: loss = 0.0018263175152242184
Epoch 483: loss = 0.0018262877129018307
Epoch 484: loss = 0.0018262577941641212
Epoch 485: loss = 0.0018262278754264116
Epoch 486: loss = 0.001826198073104024
Epoch 487: loss = 0.0018261682707816362
Epoch 488: loss = 0.0018261383520439267
Epoch 489: loss = 0.0018261084333062172
Epoch 490: loss = 0.0018260786309838295
Epoch 491: loss = 0.0018260488286614418
Epoch 492: loss = 0.0018260189099237323
Epoch 493: loss = 0.0018259889911860228
Epoch 494: loss = 0.0018259593052789569
Epoch 495: loss = 0.0018259293865412474
Epoch 496: loss = 0.0018258994678035378
Epoch 497: loss = 0.0018258695490658283
Epoch 498: loss = 0.0018258397467434406
Epoch 499: loss = 0.001825809944421053
Epoch 500: loss = 0.0018257800256833434
Epoch 501: loss = 0.0018257503397762775
Epoch 502: loss = 0.001825720421038568
Epoch 503: loss = 0.0018256906187161803
Epoch 504: loss = 0.0018256606999784708
Epoch 505: loss = 0.001825630897656083
Epoch 506: loss = 0.0018256010953336954
Epoch 507: loss = 0.001825571060180664
Epoch 508: loss = 0.00182554149068892
Epoch 509: loss = 0.0018255114555358887
Epoch 510: loss = 0.001825481653213501
Epoch 511: loss = 0.0018254518508911133
Epoch 512: loss = 0.0018254219321534038
Epoch 513: loss = 0.001825392129831016
Epoch 514: loss = 0.0018253622110933065
Epoch 515: loss = 0.0018253324087709188
Epoch 516: loss = 0.0018253026064485312
Epoch 517: loss = 0.0018252728041261435
Epoch 518: loss = 0.0018252430018037558
Epoch 519: loss = 0.0018252130830660462
Epoch 520: loss = 0.0018251832807436585
Epoch 521: loss = 0.001825153362005949
Epoch 522: loss = 0.0018251235596835613
Epoch 523: loss = 0.0018250937573611736
Epoch 524: loss = 0.001825063955038786
Epoch 525: loss = 0.0018250340363010764
Epoch 526: loss = 0.0018250042339786887
Epoch 527: loss = 0.0018249743152409792
Epoch 528: loss = 0.0018249445129185915
Epoch 529: loss = 0.0018249147105962038
Epoch 530: loss = 0.0018248849082738161
Epoch 531: loss = 0.0018248551059514284
Epoch 532: loss = 0.0018248253036290407
Epoch 533: loss = 0.0018247953848913312
Epoch 534: loss = 0.0018247654661536217
Epoch 535: loss = 0.001824735663831234
Epoch 536: loss = 0.0018247058615088463
Epoch 537: loss = 0.0018246760591864586
Epoch 538: loss = 0.001824646256864071
Epoch 539: loss = 0.0018246164545416832
Epoch 540: loss = 0.0018245866522192955
Epoch 541: loss = 0.001824556733481586
Epoch 542: loss = 0.0018245269311591983
Epoch 543: loss = 0.0018244971288368106
Epoch 544: loss = 0.001824467210099101
Epoch 545: loss = 0.0018244375241920352
Epoch 546: loss = 0.0018244076054543257
Epoch 547: loss = 0.001824377803131938
Epoch 548: loss = 0.0018243480008095503
Epoch 549: loss = 0.0018243181984871626
Epoch 550: loss = 0.001824288396164775
Epoch 551: loss = 0.0018242585938423872
Epoch 552: loss = 0.0018242287915199995
Epoch 553: loss = 0.00182419887278229
Epoch 554: loss = 0.0018241691868752241
Epoch 555: loss = 0.0018241392681375146
Epoch 556: loss = 0.001824109465815127
Epoch 557: loss = 0.0018240795470774174
Epoch 558: loss = 0.0018240497447550297
Epoch 559: loss = 0.001824019942432642
Epoch 560: loss = 0.0018239901401102543
Epoch 561: loss = 0.0018239603377878666
Epoch 562: loss = 0.001823930535465479
Epoch 563: loss = 0.0018239007331430912
Epoch 564: loss = 0.0018238709308207035
Epoch 565: loss = 0.0018238411284983158
Epoch 566: loss = 0.0018238113261759281
Epoch 567: loss = 0.0018237815238535404
Epoch 568: loss = 0.0018237517215311527
Epoch 569: loss = 0.001823721919208765
Epoch 570: loss = 0.0018236920004710555
Epoch 571: loss = 0.0018236623145639896
Epoch 572: loss = 0.001823632512241602
Epoch 573: loss = 0.0018236025935038924
Epoch 574: loss = 0.0018235727911815047
Epoch 575: loss = 0.0018235431052744389
Epoch 576: loss = 0.0018235133029520512
Epoch 577: loss = 0.0018234833842143416
Epoch 578: loss = 0.001823453581891954
Epoch 579: loss = 0.001823423895984888
Epoch 580: loss = 0.0018233939772471786
Epoch 581: loss = 0.001823364058509469
Epoch 582: loss = 0.0018233343726024032
Epoch 583: loss = 0.0018233046866953373
Epoch 584: loss = 0.0018232747679576278
Epoch 585: loss = 0.00182324496563524
Epoch 586: loss = 0.0018232151633128524
Epoch 587: loss = 0.0018231852445751429
Epoch 588: loss = 0.001823155558668077
Epoch 589: loss = 0.0018231258727610111
Epoch 590: loss = 0.0018230959540233016
Epoch 591: loss = 0.001823066151700914
Epoch 592: loss = 0.0018230363493785262
Epoch 593: loss = 0.0018230066634714603
Epoch 594: loss = 0.0018229768611490726
Epoch 595: loss = 0.0018229469424113631
Epoch 596: loss = 0.0018229171400889754
Epoch 597: loss = 0.0018228874541819096
Epoch 598: loss = 0.0018228575354442
Epoch 599: loss = 0.0018228278495371342
Epoch 600: loss = 0.0018227980472147465
Epoch 601: loss = 0.0018227682448923588
Epoch 602: loss = 0.001822738442569971
Epoch 603: loss = 0.0018227086402475834
Epoch 604: loss = 0.0018226788379251957
Epoch 605: loss = 0.001822649035602808
Epoch 606: loss = 0.0018226192332804203
Epoch 607: loss = 0.0018225894309580326
Epoch 608: loss = 0.001822559628635645
Epoch 609: loss = 0.0018225298263132572
Epoch 610: loss = 0.0018225001404061913
Epoch 611: loss = 0.0018224702216684818
Epoch 612: loss = 0.001822440535761416
Epoch 613: loss = 0.00182241084985435
Epoch 614: loss = 0.0018223810475319624
Epoch 615: loss = 0.0018223512452095747
Epoch 616: loss = 0.001822321442887187
Epoch 617: loss = 0.0018222916405647993
Epoch 618: loss = 0.0018222618382424116
Epoch 619: loss = 0.001822232035920024
Epoch 620: loss = 0.0018222022335976362
Epoch 621: loss = 0.0018221725476905704
Epoch 622: loss = 0.0018221426289528608
Epoch 623: loss = 0.001822112943045795
Epoch 624: loss = 0.0018220831407234073
Epoch 625: loss = 0.0018220533384010196
Epoch 626: loss = 0.0018220236524939537
Epoch 627: loss = 0.001821993850171566
Epoch 628: loss = 0.0018219640478491783
Epoch 629: loss = 0.0018219342455267906
Epoch 630: loss = 0.001821904443204403
Epoch 631: loss = 0.0018218746408820152
Epoch 632: loss = 0.0018218449549749494
Epoch 633: loss = 0.0018218151526525617
